complaint_id,unique_key,borough,post_code,apartment,problem_status_date,space_type,complaint_status,nta,problem_status,block,STAT_TS,ISSUE_ID,bin,unit_type,BUILDING_ID,LNG_AXIS,received_date,problem_duplicate_flag,CNL_SECT,bbl
5066651,15959217.0,BRONX,10458.0,4,2010-02-16T12:18:52.000,BEDROOM,CLOSE,Belmont,CLOSE,1908-07-01,2010-02-17,10039828,2012900.0,APARTMENT,49168,-73.8843,2010-02-08T21:59:01.000,False,Zone-15,2031050001
12173186,57636519.0,BROOKLYN,11238.0,2B,2023-05-31T10:00:12.000,ENTIRE APARTMENT,CLOSE,Bedford-Stuyvesant (West),CLOSE,1905-07-07,2023-06-01,24111965,3057679.0,APARTMENT,323673,-73.9595,2023-05-17T17:21:14.000,False,Zone-35,3020150066
5056957,15927819.0,BROOKLYN,11226.0,BLDG,2010-02-10T09:22:42.000,ENTIRE BUILDING,CLOSE,East Flatbush-Erasmus,CLOSE,1913-11-12,2010-02-11,10019358,3116259.0,BUILDING,324053,-73.9553,2010-02-03T12:40:15.000,False,Zone-40,3050650105
12573518,59683512.0,BRONX,10466.0,BLDG,2023-12-08T17:36:29.000,BUILDING-WIDE,CLOSE,Wakefield-Woodlawn,CLOSE,1913-09-07,2023-12-09,24866986,2068245.0,BUILDING-WIDE,72658,-73.8549,2023-12-08T09:03:59.000,True,Zone-11,2049990068
5089455,16083300.0,QUEENS,11372.0,B17,2010-03-03T12:15:02.000,BEDROOM,CLOSE,Jackson Heights,CLOSE,1903-07-14,2010-03-04,10094115,4029990.0,APARTMENT,484621,-73.8852,2010-02-25T13:31:52.000,False,Zone-25,4012910025
5046630,15891829.0,MANHATTAN,10024.0,118,2010-02-08T11:00:37.000,ENTIRE APARTMENT,CLOSE,Upper West Side (Central),CLOSE,1903-06-01,2010-02-09,10000446,1033935.0,APARTMENT,36376,-73.9799,2010-01-30T04:58:52.000,True,Zone-6,1012480011
5086662,16066135.0,BRONX,10453.0,2H,2010-03-09T11:57:22.000,KITCHEN,CLOSE,University Heights (North)-Fordham,CLOSE,1908-10-27,2010-03-10,10086774,2014901.0,APARTMENT,121224,-73.9103,2010-02-23T19:27:26.000,False,Zone-14,2032230030
5065324,15958434.0,BRONX,10468.0,2A,2010-02-15T14:38:38.000,ENTIRE BUILDING,CLOSE,Fordham Heights,CLOSE,1908-09-06,2010-02-24,10036570,2013896.0,BUILDING,59195,-73.9008,2010-02-08T09:33:16.000,False,Zone-14,2031720040
5087374,16076338.0,MANHATTAN,10033.0,3C,2010-03-10T17:19:31.000,BATHROOM,CLOSE,Washington Heights (South),CLOSE,1905-11-08,2010-03-11,10088514,1063447.0,APARTMENT,43331,-73.9412,2010-02-24T09:47:59.000,False,Zone-10,1021390508
5079079,16025213.0,BRONX,10460.0,8,2010-02-22T19:57:27.000,ENTIRE APARTMENT,CLOSE,Tremont,CLOSE,1908-02-04,2010-03-05,10068382,2010098.0,APARTMENT,94484,-73.8898,2010-02-17T21:59:24.000,False,Zone-15,2029570019
5067856,15968403.0,BROOKLYN,11222.0,BLDG,2010-02-11T21:40:12.000,ENTIRE BUILDING,CLOSE,Greenpoint,CLOSE,1906-12-07,2010-02-12,10042629,3064313.0,BUILDING,331960,-73.9546,2010-02-09T15:45:30.000,True,Zone-33,3025330001
12161692,57518161.0,MANHATTAN,10027.0,6F,2023-05-12T13:24:43.000,ENTIRE APARTMENT,CLOSE,Harlem (South),CLOSE,1905-05-02,2023-05-13,24082078,1059241.0,APARTMENT,25339,-73.9537,2023-05-05T13:04:12.000,False,Zone-9,1019490047
11977926,57001459.0,BRONX,10453.0,8H,2023-05-31T10:29:42.000,ENTIRE APARTMENT,CLOSE,University Heights (South)-Morris Heights,CLOSE,1907-11-19,2023-06-01,23811292,2124482.0,APARTMENT,939461,-73.9233,2023-03-09T13:15:55.000,False,Zone-16,2028800091
12176469,57643638.0,BROOKLYN,11214.0,1,2023-07-10T10:15:28.000,ENTRANCE/FOYER,CLOSE,Bensonhurst,CLOSE,1917-01-27,2023-07-11,24116543,3160842.0,APARTMENT,172402,-73.9973,2023-05-18T18:49:48.000,False,Zone-43,3062370039
12363229,59114557.0,BROOKLYN,11230.0,3L,2023-10-22T09:12:49.000,KITCHEN,CLOSE,Midwood,CLOSE,1918-05-17,2023-10-23,24545440,3179807.0,APARTMENT,347220,-73.9567,2023-10-14T10:30:58.000,False,Zone-44,3067120076
5079093,16024095.0,BROOKLYN,11225.0,BLDG,2010-02-18T13:20:36.000,ENTIRE BUILDING,CLOSE,Prospect Lefferts Gardens-Wingate,CLOSE,1913-10-06,2010-02-19,10068424,3114677.0,BUILDING,332082,-73.9598,2010-02-17T22:10:04.000,True,Zone-40,3050280001
5084161,16057907.0,STATEN ISLAND,10303.0,2C,2010-02-23T17:02:57.000,BATHROOM,CLOSE,Mariner's Harbor-Arlington-Graniteville,CLOSE,1903-06-25,2010-02-24,10080184,5109140.0,APARTMENT,812478,-74.1713,2010-02-22T08:45:30.000,False,Zone-49,5012720011
5082465,16047271.0,BRONX,10452.0,5H,2010-02-25T08:54:40.000,ENTIRE APARTMENT,CLOSE,Mount Eden-Claremont (West),CLOSE,1907-10-14,2010-02-26,10076418,2008116.0,APARTMENT,119048,-73.9151,2010-02-20T11:02:20.000,False,Zone-16,2028440065
5048257,15891915.0,BRONX,10461.0,BLDG,2010-02-03T15:38:14.000,ENTIRE BUILDING,CLOSE,Pelham Bay-Country Club-City Island,CLOSE,1911-06-04,2010-02-04,10002708,2046183.0,BUILDING,93795,-73.8278,2010-01-30T13:47:38.000,False,Zone-13,2041730029
5064770,15952972.0,BRONX,10467.0,5G,2010-02-09T21:10:12.000,ENTIRE APARTMENT,CLOSE,Norwood,CLOSE,1909-02-08,2010-02-10,10035627,2017779.0,APARTMENT,61046,-73.8816,2010-02-07T22:24:26.000,False,Zone-11,2033270126
5086463,16067212.0,BROOKLYN,11216.0,D2,2010-02-26T08:48:41.000,ENTIRE BUILDING,CLOSE,Bedford-Stuyvesant (West),CLOSE,1905-01-30,2010-02-27,10086373,3053645.0,BUILDING,297443,-73.9430,2010-02-23T16:54:37.000,True,Zone-36,3018570033
5083937,16058613.0,BRONX,10474.0,1A,2010-02-24T07:23:03.000,ENTIRE APARTMENT,CLOSE,Hunts Point,CLOSE,1907-07-23,2010-02-25,10079805,2006417.0,APARTMENT,77422,-73.8878,2010-02-22T01:02:10.000,True,Zone-17,2027610474
12371773,59154040.0,QUEENS,11369.0,2FLOOR,2023-10-29T17:44:02.000,KITCHEN,CLOSE,East Elmhurst,CLOSE,1904-08-30,2023-10-30,24565735,4042281.0,APARTMENT,521750,-73.8601,2023-10-18T11:12:47.000,False,Zone-21,4017040155
12128683,57338724.0,QUEENS,11103.0,10,2023-05-14T11:53:55.000,OTHER ROOM/AREA,CLOSE,Astoria (East)-Woodside (North),CLOSE,1901-11-13,2023-05-15,24020488,4011335.0,APARTMENT,429257,-73.9145,2023-04-17T10:59:49.000,False,Zone-22,4006830022
12698361,60121773.0,STATEN ISLAND,10314.0,223E,2024-01-25T14:06:32.000,ENTIRE APARTMENT,CLOSE,Todt Hill-Emerson Hill-Lighthouse Hill-Manor Heights,CLOSE,1902-08-12,2024-02-01,25085555,5000000.0,APARTMENT,912070,-74.1354,2024-01-23T09:01:07.000,False,Zone-50,5009550075
12796826,60516332.0,BRONX,10470.0,2,2024-03-08T19:34:28.000,ENTIRE APARTMENT,CLOSE,Wakefield-Woodlawn,CLOSE,1909-03-24,2024-03-09,25278874,2018946.0,APARTMENT,72513,-73.8718,2024-03-07T10:10:55.000,False,Zone-11,2033710040
5093884,16110064.0,BRONX,10462.0,40,2010-03-04T11:42:44.000,ENTIRE BUILDING,CLOSE,Pelham Parkway-Van Nest,CLOSE,1911-01-14,2010-03-05,10103019,2043041.0,BUILDING,117733,-73.8665,2010-03-01T08:17:45.000,False,Zone-13,2040320035
5082591,16048272.0,BROOKLYN,11225.0,3K,2010-02-25T10:07:25.000,ENTIRE APARTMENT,CLOSE,Crown Heights (South),CLOSE,1903-07-19,2010-03-01,10076676,3034162.0,APARTMENT,228367,-73.9520,2010-02-20T13:11:07.000,False,Zone-35,3012960028
12290830,58646618.0,BROOKLYN,11235.0,A2,2023-10-30T07:51:46.000,ENTIRE APARTMENT,CLOSE,Brighton Beach,CLOSE,1923-11-06,2023-10-31,24387897,3245465.0,APARTMENT,213149,-73.9562,2023-08-28T04:19:53.000,False,Zone-48,3087110041
5079322,16032062.0,BROOKLYN,11203.0,C3,2010-02-20T10:28:07.000,ENTIRE APARTMENT,CLOSE,East Flatbush-Rugby,CLOSE,1912-10-22,2010-02-21,10068774,3102242.0,APARTMENT,327539,-73.9275,2010-02-18T06:02:53.000,False,Zone-41,3046790001
5052938,15906441.0,QUEENS,11435.0,5G,2010-02-06T12:09:46.000,ENTIRE APARTMENT,CLOSE,Jamaica Hills-Briarwood,CLOSE,1926-08-01,2010-02-07,10010496,4201647.0,APARTMENT,490093,-73.8159,2010-02-01T12:02:20.000,True,Zone-24,4097100019
5049343,15891780.0,QUEENS,11375.0,1,2010-02-03T09:53:45.000,ENTIRE APARTMENT,CLOSE,Forest Hills,CLOSE,1905-12-22,2010-02-04,10004593,4052103.0,APARTMENT,455028,-73.8461,2010-01-30T19:53:13.000,True,Zone-29,4021830048
5062475,15948247.0,BROOKLYN,11225.0,25B,2010-02-08T16:42:00.000,ENTIRE APARTMENT,CLOSE,Crown Heights (South),CLOSE,1903-07-25,2010-02-09,10031577,3388700.0,APARTMENT,808871,-73.9575,2010-02-06T13:58:46.000,True,Zone-35,3013020001
5072249,15992749.0,BRONX,10455.0,2NDFL,2010-02-16T07:21:41.000,BASEMENT,CLOSE,Longwood,CLOSE,1907-05-10,2010-02-17,10052716,2005149.0,PUBLIC PARTS,64103,-73.9020,2010-02-12T15:02:06.000,False,Zone-17,2026870016
5063415,15952284.0,BRONX,10452.0,8B,2010-02-12T10:55:58.000,ENTIRE APARTMENT,CLOSE,University Heights (South)-Morris Heights,CLOSE,1907-10-31,2010-02-13,10033269,2008341.0,APARTMENT,77652,-73.9146,2010-02-07T02:24:39.000,False,Zone-14,2028610005
13052927,61576579.0,BRONX,10468.0,44,2024-06-30T11:41:04.000,BEDROOM,CLOSE,Kingsbridge Heights-Van Cortlandt Village,CLOSE,1908-11-22,2024-07-01,25720650,2015380.0,APARTMENT,121328,-73.9015,2024-06-23T18:41:27.000,False,Zone-14,2032490206
5048770,15892974.0,BRONX,10472.0,6J,2010-02-04T13:02:36.000,ENTIRE APARTMENT,CLOSE,Soundview-Bruckner-Bronx River,CLOSE,1910-03-03,2010-02-05,10003517,2023482.0,APARTMENT,50999,-73.8773,2010-01-30T16:18:28.000,False,Zone-18,2037150011
5057404,15926705.0,BRONX,10454.0,2,2010-02-18T16:10:32.000,KITCHEN,CLOSE,Mott Haven-Port Morris,CLOSE,1906-05-02,2010-02-19,10020599,2000708.0,APARTMENT,62998,-73.9246,2010-02-03T17:12:50.000,False,Zone-8,2023140064
5071859,15991014.0,BROOKLYN,11230.0,2G,2010-02-22T08:07:45.000,ENTIRE BUILDING,CLOSE,Mapleton-Midwood (West),CLOSE,1917-10-28,2010-04-19,10051696,3170521.0,BUILDING,241523,-73.9679,2010-02-12T10:36:52.000,False,Zone-45,3065110012
5084638,16058645.0,BROOKLYN,11207.0,E231,2010-03-03T08:10:58.000,ENTIRE APARTMENT,CLOSE,East New York (North),CLOSE,1910-04-23,2010-03-05,10081561,3084259.0,APARTMENT,313064,-73.8997,2010-02-22T13:34:10.000,False,Zone-42,3037660049
5068464,15968827.0,BRONX,10457.0,JJ,2010-02-10T10:23:40.000,ENTIRE APARTMENT,CLOSE,Claremont Village-Claremont (East),CLOSE,1908-01-07,2010-02-11,10044128,2009658.0,APARTMENT,79795,-73.8989,2010-02-09T23:33:47.000,True,Zone-16,2029290082
5071688,15993029.0,BROOKLYN,11206.0,1,2010-02-20T09:23:23.000,ENTIRE APARTMENT,CLOSE,Bedford-Stuyvesant (West),CLOSE,1904-10-20,2010-02-21,10051190,3048657.0,APARTMENT,386980,-73.9477,2010-02-12T08:56:23.000,False,Zone-36,3017550063
5082990,16048242.0,BROOKLYN,11216.0,1B,2010-02-22T09:43:23.000,ENTIRE BUILDING,CLOSE,Bedford-Stuyvesant (West),CLOSE,1905-05-21,2010-02-24,10077681,3056355.0,BUILDING,205489,-73.9548,2010-02-20T22:04:39.000,True,Zone-36,3019680032
5047305,15891671.0,BROOKLYN,11207.0,3L,2010-02-04T19:04:30.000,ENTIRE APARTMENT,CLOSE,Bushwick (East),CLOSE,1909-06-08,2010-02-06,10001371,3080152.0,APARTMENT,218831,-73.9062,2010-01-30T10:07:26.000,False,Zone-37,3034470008
5081459,16041199.0,BRONX,10472.0,2J,2010-02-28T18:19:49.000,KITCHEN,CLOSE,Soundview-Bruckner-Bronx River,CLOSE,1910-04-01,2010-03-01,10073974,2024010.0,APARTMENT,97947,-73.8741,2010-02-19T13:58:52.000,False,Zone-18,2037440029
5079661,16032868.0,QUEENS,11358.0,2B,2010-03-03T14:13:22.000,BATHROOM,CLOSE,Murray Hill-Broadway Flushing,CLOSE,1914-08-05,2010-03-04,10069691,4120369.0,APARTMENT,693559,-73.8074,2010-02-18T11:15:31.000,False,Zone-20,4053310001
12710237,60162733.0,QUEENS,11377.0,1F,2024-03-15T19:34:16.000,BATHROOM,CLOSE,Woodside,CLOSE,1903-05-06,2024-03-16,25111123,4028068.0,APARTMENT,425931,-73.8978,2024-01-28T15:46:01.000,False,Zone-26,4012220009
5067885,15967889.0,BROOKLYN,11226.0,6C,2010-03-05T15:32:44.000,BATHROOM,CLOSE,Flatbush,CLOSE,1913-10-31,2010-03-07,10042736,3115913.0,APARTMENT,352196,-73.9629,2010-02-09T15:57:47.000,False,Zone-40,3050530018
5086441,16065506.0,BRONX,10469.0,3,2010-03-02T10:44:21.000,KITCHEN,CLOSE,Eastchester-Edenwald-Baychester,CLOSE,1912-12-04,2010-03-03,10086313,2087328.0,APARTMENT,58713,-73.8481,2010-02-23T16:40:57.000,False,Zone-12,2047220054
5088092,16074644.0,BRONX,10473.0,1A,2010-02-27T18:20:45.000,ENTIRE APARTMENT,CLOSE,Soundview-Clason Point,CLOSE,1909-11-05,2010-02-28,10090300,2022124.0,APARTMENT,109897,-73.8642,2010-02-24T15:57:26.000,False,Zone-18,2035970019
5053938,15907694.0,BRONX,10454.0,4R,2010-02-17T10:19:57.000,ENTIRE APARTMENT,CLOSE,Mott Haven-Port Morris,CLOSE,1906-03-17,2010-02-18,10012714,2000092.0,APARTMENT,52692,-73.9177,2010-02-01T20:37:16.000,False,Zone-8,2022680010
12292823,58651867.0,BROOKLYN,11226.0,3B,2023-09-03T14:33:16.000,BATHROOM,CLOSE,Flatbush (West)-Ditmas Park-Parkville,CLOSE,1914-04-13,2023-09-04,24392154,3120546.0,APARTMENT,247871,-73.9605,2023-08-29T14:05:02.000,False,Zone-40,3052170018
5054802,15921300.0,BROOKLYN,11211.0,28,2010-02-12T13:28:31.000,ENTIRE APARTMENT,CLOSE,Williamsburg,CLOSE,1906-08-27,2010-02-13,10014744,3063280.0,APARTMENT,372238,-73.9620,2010-02-02T11:14:34.000,False,Zone-34,3024310031
5063692,,BRONX,10456.0,BLDG,2010-02-09T11:59:57.000,ENTIRE BUILDING,CLOSE,Mount Eden-Claremont (West),CLOSE,1907-08-16,2010-02-10,10033748,2114695.0,BUILDING,889831,-73.9125,2010-02-07T09:02:19.000,False,Zone-16,2027850003
5075042,16009400.0,QUEENS,11412.0,2NDFL,2010-02-21T17:21:16.000,ENTIRE APARTMENT,CLOSE,St. Albans,CLOSE,1934-07-22,2010-02-22,10058205,4271844.0,APARTMENT,531749,-73.7544,2010-02-15T06:30:32.000,False,Zone-27,4126220007
5074430,16002981.0,BROOKLYN,11230.0,BLDG,2010-02-22T11:38:32.000,ENTIRE BUILDING,CLOSE,Mapleton-Midwood (West),CLOSE,1917-11-04,2010-02-24,10057070,3170811.0,BUILDING,348665,-73.9709,2010-02-14T12:15:45.000,True,Zone-44,3065180005
12363148,59113867.0,BROOKLYN,11226.0,4D,2023-10-18T19:17:49.000,BEDROOM,CLOSE,Flatbush,CLOSE,1914-01-10,2023-10-19,24545339,3117623.0,APARTMENT,360359,-73.9599,2023-10-14T09:35:41.000,False,Zone-40,3051240018
5077074,16014380.0,MANHATTAN,10040.0,1N,2010-03-04T10:44:11.000,BATHROOM,CLOSE,Washington Heights (North),CLOSE,1905-12-09,2010-03-04,10063112,1064086.0,APARTMENT,43611,-73.9315,2010-02-16T18:02:59.000,False,Zone-10,1021700302
5052910,15905458.0,BROOKLYN,11203.0,7D,2010-02-28T11:32:01.000,BEDROOM,CLOSE,East Flatbush-Rugby,CLOSE,1913-05-22,2010-03-01,10010450,3109563.0,APARTMENT,220317,-73.9425,2010-02-01T11:56:44.000,False,Zone-40,3048910006
12169333,57599288.0,BRONX,10451.0,4H,2023-06-16T19:31:57.000,BATHROOM,CLOSE,Concourse-Concourse Village,CLOSE,1906-08-17,2023-06-17,24104145,2128995.0,APARTMENT,966812,-73.9170,2023-05-13T09:41:09.000,False,Zone-17,2024217501
5057715,15927974.0,MANHATTAN,10024.0,BLDG,2010-02-10T12:39:51.000,ENTIRE BUILDING,CLOSE,Upper West Side (Central),CLOSE,1903-05-01,2010-02-11,10021380,1032217.0,BUILDING,36448,-73.9735,2010-02-03T20:48:34.000,False,Zone-6,1012170057
5068443,15967396.0,BROOKLYN,11220.0,2F,2010-02-12T16:50:10.000,ENTIRE BUILDING,CLOSE,Bay Ridge,CLOSE,1916-01-20,2010-02-13,10044095,3145278.0,BUILDING,167110,-74.0215,2010-02-09T23:17:07.000,True,Zone-43,3058640035
5071865,15991286.0,STATEN ISLAND,10305.0,SIDE,2010-02-17T11:03:40.000,BATHROOM,CLOSE,New Dorp-Midland Beach,CLOSE,1910-02-22,2010-02-18,10051644,5053757.0,APARTMENT,730840,-74.0890,2010-02-12T10:39:41.000,False,Zone-50,5037060023
5062220,15948171.0,BROOKLYN,11230.0,4A,2010-02-09T19:52:17.000,ENTIRE APARTMENT,CLOSE,Mapleton-Midwood (West),CLOSE,1917-10-29,2010-02-10,10031122,3170548.0,APARTMENT,241983,-73.9670,2010-02-06T11:23:52.000,False,Zone-45,3065120012
5054720,,BROOKLYN,11238.0,4A,2010-02-09T20:36:40.000,BEDROOM,CLOSE,Clinton Hill,CLOSE,1905-05-13,2010-02-11,10014581,3055969.0,APARTMENT,386095,-73.9673,2010-02-02T10:36:47.000,False,Zone-35,3019600022
5059676,15936903.0,BRONX,10458.0,3RS,2010-02-10T14:23:16.000,BATHROOM,CLOSE,Fordham Heights,CLOSE,1908-08-17,2010-02-11,10025801,2118308.0,APARTMENT,807023,-73.8967,2010-02-04T17:57:54.000,False,Zone-15,2031520090
5075734,16008136.0,BRONX,10460.0,1C,2010-02-17T07:05:40.000,ENTIRE APARTMENT,CLOSE,Tremont,CLOSE,1908-07-13,2010-02-18,10059734,2013091.0,APARTMENT,74491,-73.8867,2010-02-15T17:58:52.000,False,Zone-17,2031170010
5061920,15948332.0,BRONX,10469.0,1FL,2010-02-12T07:00:57.000,ENTIRE APARTMENT,CLOSE,Williamsbridge-Olinville,CLOSE,1912-10-30,2010-02-13,10030617,2058918.0,APARTMENT,52507,-73.8580,2010-02-06T08:12:20.000,False,Zone-12,2046870029
5047086,15896655.0,BROOKLYN,11207.0,2F,2010-02-05T08:38:21.000,ENTIRE APARTMENT,CLOSE,East New York-New Lots,CLOSE,1912-02-01,2010-02-06,10001075,3324261.0,APARTMENT,227378,-73.8845,2010-01-30T09:11:31.000,False,Zone-42,3044157501
5062431,15948890.0,BROOKLYN,11211.0,16,2010-02-10T11:39:14.000,ENTIRE APARTMENT,CLOSE,Williamsburg,CLOSE,1906-08-17,2010-02-11,10031476,3063173.0,APARTMENT,372014,-73.9568,2010-02-06T13:28:10.000,False,Zone-34,3024210014
5069566,15975204.0,BROOKLYN,11219.0,1B,2010-02-14T11:26:02.000,ENTIRE APARTMENT,CLOSE,Borough Park,CLOSE,1915-06-24,2010-02-15,10046278,3138325.0,APARTMENT,155392,-73.9968,2010-02-10T15:46:06.000,False,Zone-44,3056540042
5050734,15899822.0,MANHATTAN,10027.0,3,2010-03-04T07:41:42.000,KITCHEN,CLOSE,Harlem (North),CLOSE,1905-03-28,2010-03-05,10006503,1057975.0,APARTMENT,40040,-73.9454,2010-01-31T11:55:00.000,False,Zone-9,1019140009
5078826,16023054.0,BROOKLYN,11226.0,2R,2010-03-22T07:24:15.000,BEDROOM,CLOSE,East Flatbush-Erasmus,CLOSE,1913-03-29,2010-03-23,10067684,3107755.0,APARTMENT,346086,-73.9500,2010-02-17T20:32:55.000,False,Zone-40,3048370013
5077599,16022150.0,MANHATTAN,10019.0,BLDG,2010-02-19T21:49:45.000,ENTIRE BUILDING,CLOSE,Hell's Kitchen,CLOSE,1902-11-11,2010-02-20,10064352,1025424.0,BUILDING,34162,-73.9856,2010-02-17T08:31:24.000,False,Zone-6,1010460009
5085163,16057075.0,MANHATTAN,10003.0,2,2010-02-27T07:58:03.000,ENTIRE APARTMENT,CLOSE,Gramercy,CLOSE,1902-06-17,2010-02-28,10082960,1019587.0,APARTMENT,1372,-73.9831,2010-02-22T20:31:52.000,True,Zone-2,1008990024
12246457,58264616.0,QUEENS,11101.0,2,2023-07-23T09:57:41.000,ENTIRE APARTMENT,CLOSE,Sunnyside,CLOSE,1900-07-30,2023-07-24,24281949,4450442.0,APARTMENT,810252,-73.9283,2023-07-21T13:10:30.000,False,Zone-26,4002120015
5048516,15892600.0,STATEN ISLAND,10305.0,6H,2010-02-01T08:48:54.000,ENTIRE APARTMENT,CLOSE,Grasmere-Arrochar-South Beach-Dongan Hills,CLOSE,1908-07-21,2010-02-02,10003117,5106093.0,APARTMENT,812452,-74.0620,2010-01-30T14:56:55.000,True,Zone-50,5031250116
5046581,15894327.0,QUEENS,11433.0,1,2010-02-07T10:22:22.000,ENTIRE APARTMENT,CLOSE,South Jamaica,CLOSE,1928-04-17,2010-02-08,10000373,4220259.0,APARTMENT,692975,-73.7802,2010-01-30T02:51:25.000,False,Zone-27,4103350069
5069447,15974900.0,BROOKLYN,11226.0,1D,2010-03-26T13:44:55.000,LIVING ROOM,CLOSE,Flatbush (West)-Ditmas Park-Parkville,CLOSE,1914-03-29,2010-03-27,10046031,3120196.0,APARTMENT,247159,-73.9617,2010-02-10T14:59:05.000,False,Zone-40,3052020029
5062487,15949136.0,BROOKLYN,11237.0,2L,2010-02-07T10:07:05.000,ENTIRE APARTMENT,CLOSE,Bushwick (West),CLOSE,1908-11-20,2010-02-08,10031591,3073863.0,APARTMENT,230032,-73.9218,2010-02-06T14:08:30.000,False,Zone-37,3032470014
12161090,57510099.0,BROOKLYN,11237.0,1L,2023-05-17T14:47:07.000,ENTIRE APARTMENT,CLOSE,Bushwick (West),CLOSE,1908-12-01,2023-05-18,24080953,3074218.0,APARTMENT,375556,-73.9204,2023-05-05T02:15:30.000,False,Zone-37,3032580054
5061294,15942340.0,BRONX,10467.0,1FL,2010-02-09T07:04:26.000,ENTIRE BUILDING,CLOSE,Williamsbridge-Olinville,CLOSE,1912-10-23,2010-02-10,10029344,2058614.0,BUILDING,69305,-73.8576,2010-02-05T17:43:28.000,False,Zone-12,2046800015
