hockey,starea,department,netball,communityboard,maintenanceagreement,kickball,primary_sport,adult_softball,frisbee,ll_softball,adult_baseball,bocce,zipcode,rugby,handball,tennis,adult_football_id,field_lighted_new,dimensions,gispropnum,youth_football,accessible_code,Volly,basketball,tbl_track_and_field,nonregulation_soccer,LnMeters,featurestatus,SysRef
0,67496.38748168945,Q-07,False,407.0,0,False,CRK,False,False,False,False,False,11355.0,False,False,False,NONE,False,60 ft Cricket Pitch,Q300,False,0,0,False,0,False,"1032 days, 10:15:19.745335",Active,Q300-ZN03-CRICKET-2
0,68594.21388244629,X-13,False,226.0,0,False,BSB,True,False,True,False,False,10471.0,False,False,False,NONE,False,"60ft base path, 150-200ft fence",X092,False,0,0,False,0,False,"994 days, 17:09:03.483693",Active,X092-ZN02-SOFTBALL-2
0,26877.37455749512,Q-01,False,401.0,0,False,SFB,True,False,True,False,False,11102.0,False,False,False,NONE,False,"60ft base path, 150-200ft fence",Q226,False,0,0,False,0,False,"651 days, 9:40:21.708814",Active,Q226-02-BASEBALL-1
0,13294.017837524414,M-14,False,109.0,0,False,SCR,False,False,False,False,False,10032.0,False,False,False,NONE,False,,M140,False,0,0,False,0,False,"477 days, 9:52:07.010656",Inactive,M072-ZN28-SOCCER-1
0,1274.885711669922,B-06,False,306.0,0,False,HDB,False,False,False,False,False,11215.0,False,True,False,NONE,False,Handball,B111A,False,0,0,False,0,False,"144 days, 14:54:15.910807",Active,B111A-HANDBALL-11
0,1113.4107055664062,Q-04,False,404.0,0,False,BKB,False,False,False,False,False,11368.0,False,False,False,NONE,False,Half Court,Q450,False,0,0,False,0,False,"135 days, 1:55:45.565778",Inactive,Q450-BASKETBALL-5
0,2817.083297729492,X-04,False,204.0,1,False,TNS,False,False,False,False,False,10451.0,False,False,True,NONE,False,Tennis,X344,False,0,0,False,0,False,"227 days, 11:36:01.043586",Active,X344-TENNIS-15
0,30227.72201538086,B-11,False,311.0,0,True,SFB,True,False,True,False,False,11214.0,False,False,False,NONE,False,"60ft base path, 150-200ft fence",B007,False,0,0,False,0,False,"647 days, 23:31:39.818576",Active,B007-BASEBALL-3
0,71310.99159240723,M-11,False,111.0,0,False,SCR,False,False,False,False,False,10035.0,True,False,False,AFB,True,147-295ft W x 295-393ft L,M104,True,0,0,False,0,False,"1115 days, 10:01:36.481354",Active,M104-ZN03-SOCCER-2
0,3670.7470703125,X-15,False,228.0,0,False,BKB,False,False,False,False,False,10465.0,False,False,False,NONE,False,Full Court,X039,False,0,0,True,0,False,"247 days, 8:47:48.034681",Active,X039-01-BASKETBALL-1
0,4704.259674072266,B-02,False,302.0,0,False,BKB,False,False,False,False,False,11201.0,False,False,False,NONE,False,Full Court,,False,0,0,True,0,False,"277 days, 8:29:35.345536",Active,B223J03-BASKETBALL-2
0,49956.76890563965,X-10,False,210.0,0,False,SCR,False,False,False,False,False,10465.0,False,False,False,NONE,False,45-146ft W x 75-294ft L,X126,False,0,0,False,0,True,"914 days, 9:47:34.610043",Active,X126-ZN02-SOCCER-2
0,1370.958251953125,B-03,False,303.0,0,False,BKB,False,False,False,False,False,11233.0,False,False,False,NONE,False,Half Court,B313,False,0,0,True,0,False,"150 days, 20:10:45.057842",Active,B313-BASKETBALL-1
0,2757.8568572998047,M-11,False,111.0,0,False,TNS,False,False,False,False,False,10035.0,False,False,True,NONE,True,Tennis,M104,False,0,0,False,0,False,"225 days, 22:55:17.031814",Active,M104-ZN02-TENNIS-15
0,25597.866104125977,X-07,False,207.0,0,False,SFB,False,False,True,False,False,10468.0,False,False,False,NONE,False,"60ft base path, 150-200ft fence",X150E,False,0,0,False,0,False,"582 days, 8:46:17.848063",Active,X150E-BASEBALL-1
0,1188.4901733398438,Q-04,False,404.0,0,False,HDB,False,False,False,False,False,11373.0,False,True,False,NONE,False,Handball,Q098,False,0,0,False,0,False,"141 days, 20:48:28.948718",Active,Q098-HANDBALL-1
0,3012.648834228516,Q-14,False,414.0,0,False,BKB,False,False,False,False,False,11692.0,False,False,False,NONE,False,Full Court,Q443,False,0,0,True,0,False,"220 days, 4:47:21.042332",Active,Q443-BASKETBALL-3
0,1135.5906982421875,B-06,False,306.0,0,False,HDB,False,False,False,False,False,11215.0,False,True,False,NONE,False,Handball,B111A,False,0,0,False,0,False,"138 days, 18:30:36.883324",Active,B111A-HANDBALL-2
0,1826.2335205078125,B-18,False,318.0,0,False,BKB,False,False,False,False,False,11229.0,False,False,False,NONE,False,Full Court,B057,False,0,0,True,0,False,"173 days, 17:12:20.661939",Active,B057-BASKETBALL-13
0,42023.26739501953,X-09,False,209.0,0,False,SFB,False,False,True,False,False,10473.0,False,False,False,NONE,False,"60ft base path, 150-200ft fence",X118,False,0,0,False,0,False,"754 days, 23:35:48.221926",Active,X118-ZN01-BASEBALL-2
0,1095.087173461914,Q-13,False,413.0,0,False,HDB,False,False,False,False,False,11422.0,False,True,False,NONE,False,Handball,Q108,False,0,0,False,0,False,"134 days, 2:37:19.530969",Active,Q108-HANDBALL-3
0,1198.2560424804688,Q-05,False,405.0,0,False,HDB,False,False,False,False,False,11385.0,False,True,False,NONE,False,Handball,B047,False,0,0,False,0,False,"144 days, 14:04:25.151266",Active,Q020-ZN04-HANDBALL-10
0,57691.52378845215,B-14,False,314.0,0,False,BSB,False,False,False,True,False,11226.0,False,False,False,NONE,False,"90ft base path, 200+ft fence",B068,False,0,0,False,0,False,"894 days, 14:57:49.099939",Active,B073-ZN27-BASEBALL-1
0,1620.3485870361328,Q-14,False,414.0,0,False,HDB,False,False,False,False,False,11694.0,False,True,False,NONE,False,Handball,Q163,False,0,0,False,0,False,"169 days, 7:46:06.524903",Removed,Q163-ZN07A-HANDBALL-3
0,1199.8776397705078,R-02,False,502.0,0,False,HDB,False,False,False,False,False,10314.0,False,False,False,NONE,False,Handball,R045,False,0,0,False,0,False,"141 days, 14:47:52.170502",Inactive,R045-01-HANDBALL-4
0,3109.373748779297,Q-10,False,410.0,0,False,BKB,False,False,False,False,False,11420.0,False,False,False,NONE,False,Full Court,Q096E,False,0,0,True,0,False,"233 days, 12:42:25.854970",Active,Q096E-BASKETBALL-2
0,2557.678039550781,B-16,False,316.0,0,False,BKB,False,False,False,False,False,11212.0,False,False,False,NONE,False,Full Court,B362,False,0,0,True,0,False,"211 days, 11:29:52.883223",Active,B362-BASKETBALL-2
0,960.3038482666016,M-09,False,109.0,0,False,HDB,False,False,False,False,False,10027.0,False,True,False,NONE,False,Handball,M205,False,0,0,False,0,False,"127 days, 12:35:43.838678",Active,M205-HANDBALL-1
0,3772.393310546875,B-14,False,314.0,0,False,TNS,False,False,False,False,False,11226.0,False,False,True,NONE,False,Tennis,B068,False,0,0,False,0,False,"272 days, 19:33:11.505109",Active,B073-ZN27-TENNIS-11
0,2863.6976165771484,B-08,False,308.0,0,False,TNS,False,False,False,False,False,11233.0,False,False,True,NONE,True,Tennis,B054,False,0,0,False,0,False,"230 days, 0:45:46.479963",Active,B054-ZN03-TENNIS-5
0,2769.6429595947266,B-10,False,310.0,0,False,TNS,False,False,False,False,False,11228.0,False,False,True,NONE,False,Tennis,B028,False,0,0,False,0,False,"226 days, 23:46:27.715092",Active,B028-ZN01-TENNIS-4
0,1662.6468200683594,B-13,False,313.0,0,False,HDB,False,False,False,False,False,11235.0,False,True,False,NONE,False,Handball,B275,False,0,0,False,0,False,"163 days, 21:23:15.419840",Active,B275-HANDBALL-2
0,2882.172653198242,B-15,False,315.0,0,False,BKB,False,False,False,False,False,11223.0,False,False,False,NONE,False,Full Court,B244,False,0,0,True,0,False,"217 days, 8:32:58.591820",Active,B244-BASKETBALL-1
0,31800.368850708008,Q-11,False,411.0,0,False,SFB,True,False,True,True,False,11364.0,False,False,False,NONE,False,"60ft base path, 150-200ft fence",Q001,False,0,0,False,0,False,"675 days, 8:48:59.159620",Active,Q001-ZN03-BASEBALL-5
0,22765.7479095459,M-12,False,112.0,0,False,SFB,False,False,True,False,False,10032.0,False,False,False,NONE,False,"60ft base path, 150-200ft fence",M028,False,0,0,False,0,False,"555 days, 19:31:03.220709",Inactive,M028-ZN01-BASEBALL-1
0,1115.5059051513672,M-02,False,102.0,0,False,HDB,False,False,False,False,False,10012.0,False,True,False,NONE,False,Handball,M125C,False,0,0,False,0,False,"137 days, 21:00:14.373891",Active,M125C-HANDBALL-2
0,28415.51750183105,R-01,False,501.0,0,False,SFB,False,False,True,False,False,10310.0,False,False,False,NONE,False,"60ft base path, 150-200ft fence",R105,False,0,0,False,0,False,"668 days, 8:17:55.588339",Inactive,R105-BASEBALL-1
0,2765.3482055664062,M-13,False,164.0,0,False,TNS,False,False,False,False,False,10024.0,False,False,True,NONE,False,Tennis,M010,False,0,0,False,0,False,"226 days, 12:31:26.607704",Active,M010-ZN34-TENNIS-6
0,2886.836639404297,X-13,False,226.0,0,False,TNS,False,False,False,False,False,10470.0,False,False,True,NONE,False,Tennis,X092,False,0,0,False,0,False,"230 days, 10:40:09.156015",Active,X092-ZN11-TENNIS-8
0,4184.2559814453125,X-09,False,209.0,0,False,BKB,False,False,False,False,False,10473.0,False,False,False,NONE,False,Full Court,X204,False,0,0,True,0,False,"267 days, 6:01:56.710114",Active,X204-BASKETBALL-2
0,21423.39411926269,X-13,False,226.0,0,False,SFB,True,False,True,False,False,10471.0,False,False,False,NONE,False,"60ft base path, 150-200ft fence",X092,False,0,0,False,0,False,"547 days, 21:11:49.458188",Active,X092-ZN08-BASEBALL-1
0,1838.8693389892576,M-12,False,112.0,0,False,VLB,False,False,False,False,False,10033.0,False,False,False,NONE,False,Volleyball,M099,False,0,1,False,0,False,"180 days, 23:53:46.566484",Active,M099-VOLLEYBALL-1
0,15535.08950805664,Q-07,False,407.0,0,False,SFB,True,False,False,True,False,11355.0,False,False,False,NONE,False,"45-60ft base path, less than 150ft fence",Q308,False,0,0,False,0,False,"488 days, 15:27:22.798258",Removed,Q308-SOFTBALL-1
0,1049.857650756836,M-04,False,104.0,0,False,BKB,False,False,False,False,False,10036.0,False,False,False,NONE,False,Half Court,M154,False,0,0,False,0,False,"129 days, 19:16:55.007451",Inactive,M154-BASKETBALL-2
0,1860.8914947509768,M-02,False,102.0,0,False,HDB,False,False,False,False,False,10012.0,False,True,False,NONE,False,Handball,M069,False,0,0,False,0,False,"185 days, 0:21:31.073038",Active,M069-HANDBALL-3
0,1033.50244140625,Q-06,False,406.0,0,False,HDB,False,False,False,False,False,11375.0,False,True,False,NONE,False,Handball,Q099,False,0,0,False,0,False,"131 days, 7:54:34.266202",Active,Q099-01-HANDBALL-2
0,2026.5165252685547,B-16,False,316.0,0,False,BKB,False,False,False,False,False,11212.0,False,False,False,NONE,False,Half Court,B343,False,0,0,True,0,False,"180 days, 1:59:51.996571",Active,B343-BASKETBALL-3
0,1609.1272583007812,Q-13,False,413.0,0,False,HDB,False,False,False,False,False,11426.0,False,True,False,NONE,False,Handball,Q358,False,0,0,False,0,False,"161 days, 7:50:51.823597",Active,Q358-HANDBALL-2
0,73209.66961669922,M-11,False,111.0,0,False,BSB,True,False,False,True,False,10035.0,False,False,False,NONE,False,"90ft base path, 200+ft fence",M104,False,0,0,False,0,False,"1066 days, 17:27:25.451924",Active,M104-ZN02-BASEBALL-18
0,1465.3049774169922,X-11,False,211.0,0,False,BKB,False,False,False,False,False,10469.0,False,False,False,NONE,False,Half Court,X172,False,0,0,True,0,False,"153 days, 18:20:26.358080",Active,X172-BASKETBALL-5
0,2812.0138092041016,B-10,False,310.0,0,False,PKB,True,False,False,False,False,11220.0,False,False,False,NONE,False,Tennis,B052,False,0,0,False,0,False,"228 days, 12:33:20.868729",Active,B052-02-TENNIS-8
0,14134.981719970703,B-17,False,317.0,0,False,SFB,True,False,True,False,False,11210.0,False,False,False,NONE,False,"60ft base path, 150-200ft fence",B250,False,0,0,False,0,False,"437 days, 0:00:23.559849",Active,B250-BASEBALL-1
0,41500.241943359375,Q-12,False,412.0,0,False,BSB,False,False,False,True,False,11434.0,False,False,False,NONE,False,"90ft base path, 200+ft fence",Q005,False,0,0,False,0,False,"749 days, 10:44:30.203089",Active,Q005-ZN01-BASEBALL-1
0,14955.97706604004,B-10,False,310.0,0,False,SCR,False,False,False,False,False,11228.0,False,False,False,NONE,False,45-146ft W x 75-294ft L,B028,False,0,0,False,0,False,"507 days, 14:34:19.125395",Inactive,B028-ZN02-SOCCER-3
0,2821.327743530273,B-10,False,310.0,0,False,TNS,False,False,False,False,False,11228.0,False,False,True,NONE,False,Tennis,B028,False,0,0,False,0,False,"228 days, 12:53:26.009313",Active,B028-ZN01-TENNIS-9
0,1396.5223846435547,M-13,False,164.0,0,False,BKB,False,False,False,False,False,10025.0,False,False,False,NONE,False,Full Court,M010,False,0,0,True,0,False,"155 days, 16:11:24.473783",Active,M010-ZN36-BASKETBALL-3
0,2840.5852966308594,Q-13,False,413.0,0,False,TNS,False,False,False,False,False,11422.0,False,False,True,NONE,False,Tennis,Q008,False,0,0,False,0,False,"228 days, 18:28:22.463735",Active,Q008-ZN02-TENNIS-5
0,1754.8360900878906,X-15,False,228.0,0,False,VLB,False,False,False,False,False,10464.0,False,False,False,NONE,False,Volleyball,X039,False,0,1,False,0,False,"177 days, 8:35:22.919088",Active,X039-ZN17-VOLLEYBALL-2
0,2796.220184326172,B-18,False,318.0,0,False,TNS,False,False,False,False,False,11236.0,False,False,False,NONE,False,Tennis,B279,False,0,0,False,0,False,"227 days, 15:20:14.155752",Inactive,B279-TENNIS-2
0,33868.27899169922,B-18,False,318.0,1,True,BSB,True,False,True,False,False,11234.0,False,False,False,NONE,False,"60ft base path, 150-200ft fence",B166D,False,0,0,False,0,False,"684 days, 20:56:39.503555",Active,B166D-BASEBALL-6
0,33124.7686920166,Q-08,False,408.0,0,True,SFB,True,False,True,False,False,11365.0,False,False,False,NONE,False,"60ft base path, 150-200ft fence",Q314,False,0,0,False,0,False,"710 days, 0:40:37.438617",Active,Q314-BASEBALL-1
0,24491.13694763184,Q-08,False,408.0,0,False,SCR,False,False,False,False,False,11364.0,False,False,False,NONE,False,45-146ft W x 75-294ft L,Q021,False,0,0,False,0,False,"641 days, 6:55:53.978696",Active,Q021-ZN04-SOCCER-1
0,1295.2636260986328,X-01,False,201.0,0,False,HDB,False,False,False,False,False,10454.0,False,True,False,NONE,False,Handball,X217,False,0,0,False,0,False,"146 days, 8:21:33.167486",Active,X217-HANDBALL-1
0,30775.341537475582,Q-08,False,408.0,0,False,SFB,False,False,False,False,False,11367.0,False,False,False,NONE,False,"45-60ft base path, less than 150ft fence",Q320,False,0,0,False,0,False,"656 days, 11:21:08.704531",Active,Q320-BASEBALL-1
0,716.9816741943359,R-02,False,502.0,0,False,HDB,False,False,False,False,False,10305.0,False,True,False,NONE,False,Handball,R063,False,0,0,False,0,False,"111 days, 10:29:49.838120",Active,R063-HANDBALL-2
0,21702.049194335938,M-10,False,110.0,0,False,BSB,False,False,False,True,False,10037.0,False,False,False,NONE,True,"90ft base path, 200+ft fence",M186,False,0,0,False,0,False,"539 days, 4:38:01.351164",Active,M186-BASEBALL-3
0,72624.84761047363,X-07,False,207.0,0,False,BSB,False,False,False,True,False,10468.0,False,False,False,NONE,True,"90ft base path, 200+ft fence",X136,False,0,0,False,0,False,"996 days, 9:14:26.591433",Active,X136-BASEBALL-2
0,1712.945083618164,Q-02,False,402.0,0,False,HDB,False,False,False,False,False,11104.0,False,True,False,NONE,False,Handball,Q044,False,0,0,False,0,False,"167 days, 23:13:08.875583",Active,Q044-HANDBALL-1
0,752.4893188476562,M-09,False,109.0,0,False,HDB,False,False,False,False,False,10027.0,False,True,False,NONE,False,Handball,M077,False,0,0,False,0,False,"113 days, 6:53:16.236170",Active,M077-02-HANDBALL-4
0,2795.3473205566406,Q-13,False,413.0,1,False,TNS,False,False,False,False,False,11426.0,False,False,True,NONE,False,Tennis,Q001A,False,0,0,False,0,False,"226 days, 2:14:40.386214",Active,Q001-ZN01-TENNIS-7
0,1207.7947998046875,X-13,False,226.0,0,False,BKB,False,False,False,False,False,10471.0,False,False,False,NONE,False,Half Court,X092,False,0,0,True,0,False,"140 days, 1:05:21.923019",Removed,X092-ZN02-BASKETBALL-2
0,63010.20668029785,X-13,False,226.0,0,False,CRK,False,False,False,False,False,10471.0,False,False,False,NONE,False,60 ft Cricket Pitch,X092,False,0,0,False,0,False,"983 days, 11:17:01.697703",Active,X092-ZN05-CRICKET-4
0,2650.582489013672,Q-01,False,401.0,0,False,TNS,False,False,False,False,False,11105.0,False,False,True,NONE,False,Tennis,Q004,False,0,0,False,0,False,"222 days, 10:53:29.409298",Active,Q004-ZN04-TENNIS-12
0,3693.9182891845694,X-02,False,202.0,0,False,TNS,False,False,False,False,False,10459.0,False,False,False,NONE,False,Tennis,X284,False,0,0,False,0,False,"268 days, 15:44:39.466005",Inactive,X284-TENNIS-4
0,1605.0616912841797,B-18,False,318.0,0,False,HDB,False,False,False,False,False,11234.0,False,True,False,NONE,False,Handball,B248,False,0,0,False,0,False,"165 days, 10:36:05.826107",Active,B248-HANDBALL-4
1,16619.35577392578,M-12,False,112.0,0,False,HKY,False,False,False,False,False,10034.0,False,False,False,NONE,False,Hockey,M042,False,0,0,False,0,False,"536 days, 14:25:27.366414",Active,M042-ZN04-HOCKEY-1
1,45275.093338012695,B-15,False,315.0,0,True,MPPA,True,True,True,False,False,11223.0,False,False,False,AFB,False,147-295ft W x 295-393ft L,B244,True,0,0,False,0,True,"848 days, 23:47:54.655715",Active,B244-BASEBALL-1
0,2825.431182861328,B-06,False,306.0,0,False,BKB,False,False,False,False,False,11215.0,False,False,False,NONE,False,Full Court,B111A,False,0,0,True,0,False,"213 days, 2:18:24.573404",Active,B111A-BASKETBALL-4
0,2706.191879272461,X-15,False,228.0,0,False,TNS,False,False,False,False,False,10465.0,False,False,True,NONE,False,Tennis,X039,False,0,0,False,0,False,"224 days, 3:30:07.814306",Active,X039-ZN01-TENNIS-7
0,2900.566436767578,Q-07,False,407.0,0,False,BKB,False,False,False,False,False,11355.0,False,False,False,NONE,False,Full Court,Q308,False,0,0,True,0,False,"221 days, 20:38:34.725045",Active,Q308-BASKETBALL-5
0,10021.027893066406,Q-12,False,412.0,0,False,SFB,False,False,False,False,False,11413.0,False,False,False,NONE,False,"45-60ft base path, less than 150ft fence",Q330,False,0,0,False,0,False,"370 days, 6:40:33.766971",Active,Q330-BASEBALL-1
0,3613.2025756835938,B-18,False,318.0,0,False,BKB,False,False,False,False,False,11236.0,False,False,False,NONE,False,Full Court,B342,False,0,0,True,0,False,"246 days, 3:55:46.995071",Active,B342-BASKETBALL-2
0,2875.203018188477,B-02,False,302.0,0,False,TNS,False,False,False,False,False,11201.0,False,False,True,NONE,False,Tennis,B032,False,0,0,False,0,False,"230 days, 22:56:40.937397",Active,B032-ZN02-TENNIS-6
0,20005.62306213379,B-01,False,301.0,0,False,SCR,False,False,False,False,False,11211.0,False,False,False,NONE,True,45-146ft W x 75-294ft L,B529,False,0,0,False,0,True,"572 days, 20:08:34.908032",Active,B529-SOCCER-1
0,1325.6033782958984,X-03,False,203.0,0,False,HDB,False,False,False,False,False,10457.0,False,True,False,NONE,False,Handball,X010,False,0,0,False,0,False,"148 days, 3:07:25.701334",Active,X010-07-HANDBALL-1
0,44261.62705993652,X-09,False,209.0,0,False,SFB,True,False,True,False,False,10472.0,False,False,False,NONE,False,"60ft base path, 150-200ft fence",X004,False,0,0,False,0,False,"837 days, 2:48:18.276119",Inactive,X004-03-BASEBALL-1
